Disease_Curie	Disease_Name	Gene_Curie	Gene_Name
ORPHANET:451612	Familial congenital nasolacrimal duct obstruction	ENSEMBL:ENSG00000143061	immunoglobulin superfamily member 3
ORPHANET:453504	Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation	ENSEMBL:ENSG00000165119	heterogeneous nuclear ribonucleoprotein K
ORPHANET:453510	Congenital insensitivity to pain with severe intellectual disability	ENSEMBL:ENSG00000070371	clathrin heavy chain like 1
ORPHANET:449291	Symptomatic form of fragile X syndrome in female carriers	ENSEMBL:ENSG00000102081	fragile X messenger ribonucleoprotein 1
ORPHANET:449262	NON RARE IN EUROPE: Primary bile acid malabsorption	ENSEMBL:ENSG00000125255	solute carrier family 10 member 2
ORPHANET:448251	Progressive autosomal recessive ataxia-deafness syndrome	ENSEMBL:ENSG00000090020	solute carrier family 9 member A1
ORPHANET:448267	Regressive spondylometaphyseal dysplasia	ENSEMBL:ENSG00000143815	lamin B receptor
ORPHANET:448010	CAD-CDG	ENSEMBL:ENSG00000084774	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
ORPHANET:447997	Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	ENSEMBL:ENSG00000115902	solute carrier family 1 member 4
ORPHANET:448242	Autosomal recessive brachyolmia	ENSEMBL:ENSG00000198682	3'-phosphoadenosine 5'-phosphosulfate synthase 2
ORPHANET:447977	Progressive scapulohumeroperoneal distal myopathy	ENSEMBL:ENSG00000143632	actin alpha 1, skeletal muscle
ORPHANET:447974	Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome	ENSEMBL:ENSG00000133454	myosin XVIIIB
ORPHANET:447980	19p13.3 microduplication syndrome	ENSEMBL:ENSG00000008441	nuclear factor I X
ORPHANET:447954	Combined oxidative phosphorylation defect type 25	ENSEMBL:ENSG00000247626	methionyl-tRNA synthetase 2, mitochondrial
ORPHANET:447964	Autosomal dominant Charcot-Marie-Tooth disease type 2V	ENSEMBL:ENSG00000108784	N-acetyl-alpha-glucosaminidase
ORPHANET:447961	Pigmentation defects-palmoplantar keratoderma-skin carcinoma syndrome	ENSEMBL:ENSG00000111961	SAM and SH3 domain containing 1
ORPHANET:459033	Ataxia-oculomotor apraxia type 4	ENSEMBL:ENSG00000039650	polynucleotide kinase 3'-phosphatase
ORPHANET:459051	Spondyloepiphyseal dysplasia, Stanescu type	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:459061	Craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome	ENSEMBL:ENSG00000108963	diphthamide biosynthesis 1
ORPHANET:459056	Autosomal recessive spastic paraplegia type 75	ENSEMBL:ENSG00000105695	myelin associated glycoprotein
ORPHANET:459070	X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome	ENSEMBL:ENSG00000147403	ribosomal protein L10
ORPHANET:458713	NON RARE IN EUROPE: Specific language impairment	ENSEMBL:ENSG00000170448	nuclear transcription factor, X-box binding like 1
ORPHANET:458798	Spinocerebellar ataxia type 41	ENSEMBL:ENSG00000138741	transient receptor potential cation channel subfamily C member 3
ORPHANET:458803	Spinocerebellar ataxia type 42	ENSEMBL:ENSG00000006283	calcium voltage-gated channel subunit alpha1 G
ORPHANET:457485	Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	ENSEMBL:ENSG00000198793	mechanistic target of rapamycin kinase
ORPHANET:457265	Progressive myoclonic epilepsy type 9	ENSEMBL:ENSG00000176619	lamin B2
ORPHANET:457279	Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome	ENSEMBL:ENSG00000112640	protein phosphatase 2 regulatory subunit B'delta
ORPHANET:457260	X-linked intellectual disability-hypotonia-movement disorder syndrome	ENSEMBL:ENSG00000215301	DEAD-box helicase 3 X-linked
ORPHANET:457240	X-linked intellectual disability-short stature-overweight syndrome	ENSEMBL:ENSG00000125676	THO complex subunit 2
ORPHANET:457395	Progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome	ENSEMBL:ENSG00000159579	ring finger and SPRY domain containing 1
ORPHANET:457406	Multiple mitochondrial dysfunctions syndrome type 4	ENSEMBL:ENSG00000165898	iron-sulfur cluster assembly 2
ORPHANET:457375	ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement	ENSEMBL:ENSG00000125877	inosine triphosphatase
ORPHANET:457378	Complex lethal osteochondrodysplasia	ENSEMBL:ENSG00000169762	transmembrane anterior posterior transformation 1
ORPHANET:457359	Megalencephaly-severe kyphoscoliosis-overgrowth syndrome	ENSEMBL:ENSG00000103657	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
ORPHANET:457284	Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome	ENSEMBL:ENSG00000105568	protein phosphatase 2 scaffold subunit Aalpha
ORPHANET:457351	Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome	ENSEMBL:ENSG00000145375	spermatogenesis associated 5
ORPHANET:457185	Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	ENSEMBL:ENSG00000167113	coenzyme Q4
ORPHANET:457088	Predisposition to invasive fungal disease due to CARD9 deficiency	ENSEMBL:ENSG00000187796	caspase recruitment domain family member 9
ORPHANET:457223	Syndromic sensorineural deafness due to combined oxidative phosphorylation defect	ENSEMBL:ENSG00000125445	mitochondrial ribosomal protein S7
ORPHANET:457212	Progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome	ENSEMBL:ENSG00000197106	solute carrier family 6 member 17
ORPHANET:457193	Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome	ENSEMBL:ENSG00000083168	lysine acetyltransferase 6A
ORPHANET:456369	Polyglucosan body myopathy type 2	ENSEMBL:ENSG00000163754	glycogenin 1
ORPHANET:457050	Autosomal dominant mitochondrial myopathy with exercise intolerance	ENSEMBL:ENSG00000250479	coiled-coil-helix-coiled-coil-helix domain containing 10
ORPHANET:629	Short stature due to growth hormone qualitative anomaly	ENSEMBL:ENSG00000259384	growth hormone 1
ORPHANET:198	Occipital horn syndrome	ENSEMBL:ENSG00000165240	ATPase copper transporting alpha
ORPHANET:466688	Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome	ENSEMBL:ENSG00000151474	FERM domain containing 4A
ORPHANET:466650	Exercise-induced malignant hyperthermia	ENSEMBL:ENSG00000196218	ryanodine receptor 1
ORPHANET:466962	SMARCA4-deficient sarcoma of thorax	ENSEMBL:ENSG00000127616	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
ORPHANET:466950	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation	ENSEMBL:ENSG00000095787	WW domain containing adaptor with coiled-coil
ORPHANET:466926	Seizures-scoliosis-macrocephaly syndrome	ENSEMBL:ENSG00000151348	exostosin glycosyltransferase 2
ORPHANET:466934	VPS11-related autosomal recessive hypomyelinating leukodystrophy	ENSEMBL:ENSG00000160695	VPS11 core subunit of CORVET and HOPS complexes
ORPHANET:466921	Childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome	ENSEMBL:ENSG00000155657	titin
ORPHANET:466806	Autosomal dominant thrombocytopenia with platelet secretion defect	ENSEMBL:ENSG00000236320	schlafen family member 14
ORPHANET:466801	LIMS2-related limb-girdle muscular dystrophy	ENSEMBL:ENSG00000072163	LIM zinc finger domain containing 2
ORPHANET:466794	Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome	ENSEMBL:ENSG00000142186	SCY1 like pseudokinase 1
ORPHANET:466791	Macrocephaly-intellectual disability-left ventricular non compaction syndrome	ENSEMBL:ENSG00000147140	non-POU domain containing octamer binding
ORPHANET:466784	Neonatal severe cardiopulmonary failure due to mitochondrial methylation defect	ENSEMBL:ENSG00000144741	solute carrier family 25 member 26
ORPHANET:466775	Autosomal recessive Charcot-Marie-Tooth disease type 2X	ENSEMBL:ENSG00000104133	SPG11 vesicle trafficking associated, spatacsin
ORPHANET:466768	Autosomal dominant Charcot-Marie-Tooth disease type 2Z	ENSEMBL:ENSG00000133422	MORC family CW-type zinc finger 2
ORPHANET:466722	Autosomal recessive spastic paraplegia type 77	ENSEMBL:ENSG00000145982	phenylalanyl-tRNA synthetase 2, mitochondrial
ORPHANET:466718	Martinique crinkled retinal pigment epitheliopathy	ENSEMBL:ENSG00000114738	MAPK activated protein kinase 3
ORPHANET:466703	TMEM199-CDG	ENSEMBL:ENSG00000244045	transmembrane protein 199
ORPHANET:465824	Fetal encasement syndrome	ENSEMBL:ENSG00000213341	component of inhibitor of nuclear factor kappa B kinase complex
ORPHANET:466026	Class I glucose-6-phosphate dehydrogenase deficiency	ENSEMBL:ENSG00000160211	glucose-6-phosphate dehydrogenase
ORPHANET:468620	Intellectual disability-epilepsy-extrapyramidal syndrome	ENSEMBL:ENSG00000177030	DEAF1 transcription factor
ORPHANET:468631	Microcephalic cortical malformations-short stature due to RTTN deficiency	ENSEMBL:ENSG00000176225	rotatin
ORPHANET:467176	Severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome	ENSEMBL:ENSG00000154781	coiled-coil domain containing 174
ORPHANET:468635	Cryptogenic multifocal ulcerous stenosing enteritis	ENSEMBL:ENSG00000116711	phospholipase A2 group IVA
ORPHANET:468641	Chronic enteropathy associated with SLCO2A1 gene	ENSEMBL:ENSG00000174640	solute carrier organic anion transporter family member 2A1
ORPHANET:468661	Autosomal recessive spastic paraplegia type 74	ENSEMBL:ENSG00000181873	iron-sulfur cluster assembly factor IBA57
ORPHANET:468666	Isolated generalized anhidrosis with normal sweat glands	ENSEMBL:ENSG00000123104	inositol 1,4,5-trisphosphate receptor type 2
ORPHANET:468678	White-Sutton syndrome	ENSEMBL:ENSG00000143442	pogo transposable element derived with ZNF domain
ORPHANET:468684	CCDC115-CDG	ENSEMBL:ENSG00000136710	coiled-coil domain containing 115
ORPHANET:468672	Colobomatous macrophthalmia-microcornea syndrome	ENSEMBL:ENSG00000150938	cysteine rich transmembrane BMP regulator 1
ORPHANET:468726	Severe primary trimethylaminuria	ENSEMBL:ENSG00000007933	flavin containing dimethylaniline monoxygenase 3
ORPHANET:468699	SLC39A8-CDG	ENSEMBL:ENSG00000138821	solute carrier family 39 member 8
ORPHANET:468717	Rhizomelic chondrodysplasia punctata type 5	ENSEMBL:ENSG00000139197	peroxisomal biogenesis factor 5
ORPHANET:401785	Autosomal recessive spastic paraplegia type 62	ENSEMBL:ENSG00000107566	ER lipid raft associated 1
ORPHANET:401780	Autosomal recessive spastic paraplegia type 61	ENSEMBL:ENSG00000170540	ADP ribosylation factor like GTPase 6 interacting protein 1
ORPHANET:401800	Autosomal recessive spastic paraplegia type 60	ENSEMBL:ENSG00000114742	WD repeat domain 48
ORPHANET:401795	Autosomal recessive spastic paraplegia type 59	ENSEMBL:ENSG00000138592	ubiquitin specific peptidase 8
ORPHANET:401768	Proximal myopathy with extrapyramidal signs	ENSEMBL:ENSG00000107745	mitochondrial calcium uptake 1
ORPHANET:401764	Pancytopenia-developmental delay syndrome	ENSEMBL:ENSG00000182150	ERCC excision repair 6 like 2
ORPHANET:401777	Optic atrophy-intellectual disability syndrome	ENSEMBL:ENSG00000175745	nuclear receptor subfamily 2 group F member 1
ORPHANET:401830	Autosomal recessive spastic paraplegia type 69	ENSEMBL:ENSG00000118873	RAB3 GTPase activating non-catalytic protein subunit 2
ORPHANET:401835	Autosomal recessive spastic paraplegia type 70	ENSEMBL:ENSG00000166986	methionyl-tRNA synthetase 1
ORPHANET:401840	Autosomal recessive spastic paraplegia type 71	ENSEMBL:ENSG00000056097	zinc finger RNA binding protein
ORPHANET:401805	Autosomal recessive spastic paraplegia type 63	ENSEMBL:ENSG00000116337	adenosine monophosphate deaminase 2
ORPHANET:401810	Autosomal recessive spastic paraplegia type 64	ENSEMBL:ENSG00000138185	ectonucleoside triphosphate diphosphohydrolase 1
ORPHANET:401815	Autosomal recessive spastic paraplegia type 66	ENSEMBL:ENSG00000183876	arylsulfatase family member I
ORPHANET:401820	Autosomal recessive spastic paraplegia type 67	ENSEMBL:ENSG00000197121	post-GPI attachment to proteins inositol deacylase 1
ORPHANET:401866	Childhood-onset spasticity with hyperglycinemia	ENSEMBL:ENSG00000182512	glutaredoxin 5
ORPHANET:401869	Multiple mitochondrial dysfunctions syndrome type 1	ENSEMBL:ENSG00000169599	NFU1 iron-sulfur cluster scaffold
ORPHANET:401874	Multiple mitochondrial dysfunctions syndrome type 2	ENSEMBL:ENSG00000163170	bolA family member 3
ORPHANET:401849	Autosomal spastic paraplegia type 72	ENSEMBL:ENSG00000132563	receptor accessory protein 2
ORPHANET:401859	Lipoic acid synthetase deficiency	ENSEMBL:ENSG00000121897	lipoic acid synthetase
ORPHANET:401862	Lipoyl transferase 1 deficiency	ENSEMBL:ENSG00000144182	lipoyltransferase 1
ORPHANET:401911	AXIN2-related attenuated familial adenomatous polyposis	ENSEMBL:ENSG00000168646	axin 2
ORPHANET:401901	Huntington disease-like syndrome due to C9ORF72 expansions	ENSEMBL:ENSG00000147894	C9orf72-SMCR8 complex subunit
ORPHANET:401959	Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome	ENSEMBL:ENSG00000185467	karyopherin subunit alpha 7
ORPHANET:401948	Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	ENSEMBL:ENSG00000174990	carbonic anhydrase 5A
ORPHANET:401945	Moyamoya disease with early-onset achalasia	ENSEMBL:ENSG00000164116	guanylate cyclase 1 soluble subunit alpha 1
ORPHANET:401986	1p31p32 microdeletion syndrome	ENSEMBL:ENSG00000162599	nuclear factor I A
ORPHANET:401979	Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type	ENSEMBL:ENSG00000217930	presequence translocase associated motor 16
ORPHANET:401973	MEND syndrome	ENSEMBL:ENSG00000147155	EBP cholestenol delta-isomerase
ORPHANET:401964	Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons	ENSEMBL:ENSG00000132716	DDB1 and CUL4 associated factor 8
ORPHANET:402003	Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering	ENSEMBL:ENSG00000170465	keratin 6C
ORPHANET:401996	Karyomegalic interstitial nephritis	ENSEMBL:ENSG00000198690	FANCD2 and FANCI associated nuclease 1
ORPHANET:402026	Acute myeloid leukemia with NPM1 somatic mutations	ENSEMBL:ENSG00000181163	nucleophosmin 1
ORPHANET:402364	Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly	ENSEMBL:ENSG00000042429	mediator complex subunit 17
ORPHANET:806	Scott syndrome	ENSEMBL:ENSG00000177119	anoctamin 6
ORPHANET:404473	Severe intellectual disability-progressive spastic diplegia syndrome	ENSEMBL:ENSG00000168036	catenin beta 1
ORPHANET:404463	Multisystemic smooth muscle dysfunction syndrome	ENSEMBL:ENSG00000107796	actin alpha 2, smooth muscle
ORPHANET:404451	FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome	ENSEMBL:ENSG00000077942	fibulin 1
ORPHANET:404454	Alacrimia-choreoathetosis-liver dysfunction syndrome	ENSEMBL:ENSG00000151092	N-glycanase 1
ORPHANET:404443	Tatton-Brown-Rahman syndrome	ENSEMBL:ENSG00000119772	DNA methyltransferase 3 alpha
ORPHANET:404448	ADNP syndrome	ENSEMBL:ENSG00000101126	activity dependent neuroprotector homeobox
ORPHANET:404437	Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome	ENSEMBL:ENSG00000172053	glutaminyl-tRNA synthetase 1
ORPHANET:404440	Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency	ENSEMBL:ENSG00000168137	SET domain containing 5
ORPHANET:404560	Familial atypical multiple mole melanoma syndrome	ENSEMBL:ENSG00000147889	cyclin dependent kinase inhibitor 2A
ORPHANET:404553	Vasculitis due to ADA2 deficiency	ENSEMBL:ENSG00000093072	adenosine deaminase 2
ORPHANET:404546	DITRA	ENSEMBL:ENSG00000136695	interleukin 36 receptor antagonist
ORPHANET:404521	Spinal muscular atrophy with respiratory distress type 2	ENSEMBL:ENSG00000001497	LAS1 like ribosome biogenesis factor
ORPHANET:404507	Chondromyxoid fibroma	ENSEMBL:ENSG00000152822	glutamate metabotropic receptor 1
ORPHANET:404499	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	ENSEMBL:ENSG00000145016	rubicon autophagy regulator
ORPHANET:404493	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	ENSEMBL:ENSG00000111802	tyrosyl-DNA phosphodiesterase 2
ORPHANET:404476	Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome	ENSEMBL:ENSG00000100697	dicer 1, ribonuclease III
ORPHANET:411536	Mild phosphoribosylpyrophosphate synthetase superactivity	ENSEMBL:ENSG00000147224	phosphoribosyl pyrophosphate synthetase 1
ORPHANET:411543	Severe phosphoribosylpyrophosphate synthetase superactivity	ENSEMBL:ENSG00000147224	phosphoribosyl pyrophosphate synthetase 1
ORPHANET:411590	Wolfram-like syndrome	ENSEMBL:ENSG00000109501	wolframin ER transmembrane glycoprotein
ORPHANET:411629	Infantile nephropathic cystinosis	ENSEMBL:ENSG00000040531	cystinosin, lysosomal cystine transporter
ORPHANET:411493	Pontocerebellar hypoplasia type 10	ENSEMBL:ENSG00000172409	cleavage factor polyribonucleotide kinase subunit 1
ORPHANET:411511	Angelman syndrome due to a point mutation	ENSEMBL:ENSG00000114062	ubiquitin protein ligase E3A
ORPHANET:411712	Maternal riboflavin deficiency	ENSEMBL:ENSG00000132517	solute carrier family 52 member 1
ORPHANET:411788	Familial isolated trichomegaly	ENSEMBL:ENSG00000138675	fibroblast growth factor 5
ORPHANET:411986	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	ENSEMBL:ENSG00000116641	dedicator of cytokinesis 7
ORPHANET:412022	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	ENSEMBL:ENSG00000198363	aspartate beta-hydroxylase
ORPHANET:411641	Ocular cystinosis	ENSEMBL:ENSG00000040531	cystinosin, lysosomal cystine transporter
ORPHANET:411634	Juvenile nephropathic cystinosis	ENSEMBL:ENSG00000040531	cystinosin, lysosomal cystine transporter
ORPHANET:391677	Short stature-optic atrophy-Pelger-Huët anomaly syndrome	ENSEMBL:ENSG00000151779	NBAS subunit of NRZ tethering complex
ORPHANET:391474	Frontorhiny	ENSEMBL:ENSG00000156150	ALX homeobox 3
ORPHANET:391646	Feingold syndrome type 2	ENSEMBL:ENSG00000215417	miR-17-92a-1 cluster host gene
ORPHANET:391641	Feingold syndrome type 1	ENSEMBL:ENSG00000134323	MYCN proto-oncogene, bHLH transcription factor
ORPHANET:391343	Fatal post-viral neurodegenerative disorder	ENSEMBL:ENSG00000180644	perforin 1
ORPHANET:391348	Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	ENSEMBL:ENSG00000183605	sideroflexin 4
ORPHANET:391351	SURF1-related Charcot-Marie-Tooth disease type 4	ENSEMBL:ENSG00000148290	SURF1 cytochrome c oxidase assembly factor
ORPHANET:391366	Growth retardation-mild developmental delay-chronic hepatitis syndrome	ENSEMBL:ENSG00000111252	SH2B adaptor protein 3
ORPHANET:391372	Intellectual disability-severe speech delay-mild dysmorphism syndrome	ENSEMBL:ENSG00000114861	forkhead box P1
ORPHANET:391376	Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome	ENSEMBL:ENSG00000070669	asparagine synthetase (glutamine-hydrolyzing)
ORPHANET:391389	Familial episodic pain syndrome with predominantly upper body involvement	ENSEMBL:ENSG00000104321	transient receptor potential cation channel subfamily A member 1
ORPHANET:391392	Familial episodic pain syndrome with predominantly lower limb involvement	ENSEMBL:ENSG00000168356	sodium voltage-gated channel alpha subunit 11
ORPHANET:391397	Hereditary sensory and autonomic neuropathy type 7	ENSEMBL:ENSG00000168356	sodium voltage-gated channel alpha subunit 11
ORPHANET:391428	HSD10 disease, infantile type	ENSEMBL:ENSG00000072506	hydroxysteroid 17-beta dehydrogenase 10
ORPHANET:391457	HSD10 disease, neonatal type	ENSEMBL:ENSG00000072506	hydroxysteroid 17-beta dehydrogenase 10
ORPHANET:391307	Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome	ENSEMBL:ENSG00000129696	TELO2 interacting protein 2
ORPHANET:391316	Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	ENSEMBL:ENSG00000061938	tyrosine kinase non receptor 2
ORPHANET:391311	Susceptibility to viral and mycobacterial infections due to STAT1 deficiency	ENSEMBL:ENSG00000115415	signal transducer and activator of transcription 1
ORPHANET:391320	East Texas bleeding disorder	ENSEMBL:ENSG00000198734	coagulation factor V
ORPHANET:391330	X-linked osteoporosis with fractures	ENSEMBL:ENSG00000102024	plastin 3
ORPHANET:397968	Charcot-Marie-Tooth disease type 2R	ENSEMBL:ENSG00000109654	tripartite motif containing 2
ORPHANET:397964	Combined immunodeficiency due to MALT1 deficiency	ENSEMBL:ENSG00000172175	MALT1 paracaspase
ORPHANET:397959	TCR-alpha-beta-positive T-cell deficiency	ENSEMBL:ENSG00000277734	T-cell receptor alpha constant
ORPHANET:397951	Microcephaly-thin corpus callosum-intellectual disability syndrome	ENSEMBL:ENSG00000064313	TATA-box binding protein associated factor 2
ORPHANET:397946	Autosomal spastic paraplegia type 58	ENSEMBL:ENSG00000129250	kinesin family member 1C
ORPHANET:397941	MAN1B1-CDG	ENSEMBL:ENSG00000177239	mannosidase alpha class 1B member 1
ORPHANET:397937	Polyglucosan body myopathy type 1	ENSEMBL:ENSG00000125826	RANBP2-type and C3HC4-type zinc finger containing 1
ORPHANET:397933	Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome	ENSEMBL:ENSG00000124313	IQ motif and Sec7 domain ArfGEF 2
ORPHANET:397927	Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome	ENSEMBL:ENSG00000164458	T-box transcription factor T
ORPHANET:397922	Ferro-cerebro-cutaneous syndrome	ENSEMBL:ENSG00000165195	phosphatidylinositol glycan anchor biosynthesis class A
ORPHANET:397787	Severe combined immunodeficiency due to IKK2 deficiency	ENSEMBL:ENSG00000104365	inhibitor of nuclear factor kappa B kinase subunit beta
ORPHANET:397755	Periodic paralysis with transient compartment-like syndrome	ENSEMBL:ENSG00000081248	calcium voltage-gated channel subunit alpha1 S
ORPHANET:397758	Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies	ENSEMBL:ENSG00000136156	integral membrane protein 2B
ORPHANET:397744	Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	ENSEMBL:ENSG00000105357	myosin heavy chain 14
ORPHANET:397725	COASY protein-associated neurodegeneration	ENSEMBL:ENSG00000068120	Coenzyme A synthase
ORPHANET:397735	Autosomal dominant Charcot-Marie-Tooth disease type 2U	ENSEMBL:ENSG00000166986	methionyl-tRNA synthetase 1
ORPHANET:397709	Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome	ENSEMBL:ENSG00000135317	sorting nexin 14
ORPHANET:397623	Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	ENSEMBL:ENSG00000133937	goosecoid homeobox
ORPHANET:397685	Familial hyperprolactinemia	ENSEMBL:ENSG00000113494	prolactin receptor
ORPHANET:397615	Obesity due to CEP19 deficiency	ENSEMBL:ENSG00000174007	centrosomal protein 19
ORPHANET:397618	Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome	ENSEMBL:ENSG00000166558	solute carrier family 38 member 8
ORPHANET:397612	Macrocephaly-developmental delay syndrome	ENSEMBL:ENSG00000118162	kaptin, actin binding protein
ORPHANET:397606	PrP systemic amyloidosis	ENSEMBL:ENSG00000171867	prion protein
ORPHANET:399808	Male infertility with teratozoospermia due to single gene mutation	ENSEMBL:ENSG00000188613	nanos C2HC-type zinc finger 1
ORPHANET:399058	Alpha-B crystallin-related late-onset myopathy	ENSEMBL:ENSG00000109846	crystallin alpha B
ORPHANET:399081	KLHL9-related early-onset distal myopathy	ENSEMBL:ENSG00000198642	kelch like family member 9
ORPHANET:399103	Distal nebulin myopathy	ENSEMBL:ENSG00000183091	nebulin
ORPHANET:399096	Distal anoctaminopathy	ENSEMBL:ENSG00000171714	anoctamin 5
ORPHANET:398189	Focal facial dermal dysplasia type IV	ENSEMBL:ENSG00000187553	cytochrome P450 family 26 subfamily C member 1
ORPHANET:398069	MAGEL2-related Prader-Willi-like syndrome	ENSEMBL:ENSG00000254585	MAGE family member L2
ORPHANET:398079	SIM1-related Prader-Willi-like syndrome	ENSEMBL:ENSG00000112246	SIM bHLH transcription factor 1
ORPHANET:398088	Hereditary cryohydrocytosis with normal stomatin	ENSEMBL:ENSG00000004939	solute carrier family 4 member 1 (Diego blood group)
ORPHANET:435628	Keppen-Lubinsky syndrome	ENSEMBL:ENSG00000157542	potassium inwardly rectifying channel subfamily J member 6
ORPHANET:435660	LIPE-related familial partial lipodystrophy	ENSEMBL:ENSG00000079435	lipase E, hormone sensitive type
ORPHANET:435651	CIDEC-related familial partial lipodystrophy	ENSEMBL:ENSG00000187288	cell death inducing DFFA like effector c
ORPHANET:435804	Short stature-advanced bone age-early-onset osteoarthritis syndrome	ENSEMBL:ENSG00000157766	aggrecan
ORPHANET:435845	Lethal neonatal spasticity-epileptic encephalopathy syndrome	ENSEMBL:ENSG00000106009	BRCA1 associated ATM activator 1
ORPHANET:435930	Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome	ENSEMBL:ENSG00000184302	SIX homeobox 6
ORPHANET:435819	Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation	ENSEMBL:ENSG00000114354	trafficking from ER to golgi regulator
ORPHANET:435953	Progeroid features-hepatocellular carcinoma predisposition syndrome	ENSEMBL:ENSG00000010072	SprT-like N-terminal domain
ORPHANET:435988	Chronic atrial and intestinal dysrhythmia syndrome	ENSEMBL:ENSG00000129810	shugoshin 1
ORPHANET:435934	COG2-CDG	ENSEMBL:ENSG00000135775	component of oligomeric golgi complex 2
ORPHANET:435938	X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome	ENSEMBL:ENSG00000147403	ribosomal protein L10
ORPHANET:436144	Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome	ENSEMBL:ENSG00000129757	cyclin dependent kinase inhibitor 1C
ORPHANET:435998	Autosomal recessive intermediate Charcot-Marie-Tooth disease type D	ENSEMBL:ENSG00000111775	cytochrome c oxidase subunit 6A1
ORPHANET:436159	Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	ENSEMBL:ENSG00000163599	cytotoxic T-lymphocyte associated protein 4
ORPHANET:436151	Intellectual disability-expressive aphasia-facial dysmorphism syndrome	ENSEMBL:ENSG00000152217	SET binding protein 1
ORPHANET:436169	Thrombomodulin-related bleeding disorder	ENSEMBL:ENSG00000178726	thrombomodulin
ORPHANET:436166	Periodic fever-infantile enterocolitis-autoinflammatory syndrome	ENSEMBL:ENSG00000091106	NLR family CARD domain containing 4
ORPHANET:436174	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	ENSEMBL:ENSG00000067704	isoleucyl-tRNA synthetase 2, mitochondrial
ORPHANET:436245	Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	ENSEMBL:ENSG00000072042	retinol dehydrogenase 11
