_id	drug_pubchem_cid	disease_umls	drug_name	disease_name	status	date
PLHJCIYEEKOWNM-HHHXNRCGSA-N	PUBCHEM.COMPOUND:159324	UMLS:C0026764	tipifarnib	Multiple Myeloma	Designated	2017-06-22
PLHJCIYEEKOWNM-HHHXNRCGSA-N	PUBCHEM.COMPOUND:159324	UMLS:C0079772	tipifarnib	T-Cell Lymphoma	Designated	2020-04-06
PLHJCIYEEKOWNM-HHHXNRCGSA-N	PUBCHEM.COMPOUND:159324	UMLS:C0023467	Tipifarnib	Acute myeloid leukemia	Designated	2004-07-06
PMATZTZNYRCHOR-AVZWOAAISA-N	PUBCHEM.COMPOUND:122172945	UMLS:C0815080	Cyclosporine	organ rejection	Designated	2003-11-25
PMATZTZNYRCHOR-AVZWOAAISA-N	PUBCHEM.COMPOUND:122172945	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-AVZWOAAISA-N	PUBCHEM.COMPOUND:122172945	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-AVZWOAAISA-N	PUBCHEM.COMPOUND:122172945	UMLS:C3273245	Cyclosporine	Acute Rejection	Designated	2003-11-25
PMATZTZNYRCHOR-BMGRVWOJSA-N	PUBCHEM.COMPOUND:71306795	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-CGLBZJNRSA-N	PUBCHEM.COMPOUND:5284373	UMLS:C3273245	Cyclosporine	Acute Rejection	Designated	2003-11-25
PMATZTZNYRCHOR-CGLBZJNRSA-N	PUBCHEM.COMPOUND:5284373	UMLS:C0022577	Cyclosporine A	Vernal keratoconjunctivitis	Designated	2007-05-04
PMATZTZNYRCHOR-CGLBZJNRSA-N	PUBCHEM.COMPOUND:5284373	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-CGLBZJNRSA-N	PUBCHEM.COMPOUND:5284373	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-CGLBZJNRSA-N	PUBCHEM.COMPOUND:5284373	UMLS:C1318020	cyclosporine A	Stromal keratitis	Designated	2008-04-09
PMATZTZNYRCHOR-CGLBZJNRSA-N	PUBCHEM.COMPOUND:5284373	UMLS:C0815080	Cyclosporine	organ rejection	Designated	2003-11-25
PMATZTZNYRCHOR-CGLBZJNRSA-N	PUBCHEM.COMPOUND:5284373	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-CGLBZJNRSA-N	PUBCHEM.COMPOUND:5284373	UMLS:C0339303	cyclosporine A	Corneal graft rejection	Designated	2008-09-30
PMATZTZNYRCHOR-CGLBZJNRSA-N	PUBCHEM.COMPOUND:5284373	UMLS:C0319157	cyclosporine A	virus	Designated	2008-04-09
PMATZTZNYRCHOR-GNSAQUIPSA-N	PUBCHEM.COMPOUND:62280	UMLS:C3273245	Cyclosporine	Acute Rejection	Designated	2003-11-25
PMATZTZNYRCHOR-GNSAQUIPSA-N	PUBCHEM.COMPOUND:62280	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-GNSAQUIPSA-N	PUBCHEM.COMPOUND:62280	UMLS:C0815080	Cyclosporine	organ rejection	Designated	2003-11-25
PMATZTZNYRCHOR-GNSAQUIPSA-N	PUBCHEM.COMPOUND:62280	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-IMVLJIQESA-N	PUBCHEM.COMPOUND:5280754	UMLS:C0022577	Cyclosporine A	Vernal keratoconjunctivitis	Designated	2007-05-04
PMATZTZNYRCHOR-IMVLJIQESA-N	PUBCHEM.COMPOUND:5280754	UMLS:C0815080	Cyclosporine	organ rejection	Designated	2003-11-25
PMATZTZNYRCHOR-IMVLJIQESA-N	PUBCHEM.COMPOUND:5280754	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-IMVLJIQESA-N	PUBCHEM.COMPOUND:5280754	UMLS:C0339303	cyclosporine A	Corneal graft rejection	Designated	2008-09-30
PMATZTZNYRCHOR-IMVLJIQESA-N	PUBCHEM.COMPOUND:5280754	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-IMVLJIQESA-N	PUBCHEM.COMPOUND:5280754	UMLS:C3273245	Cyclosporine	Acute Rejection	Designated	2003-11-25
PMATZTZNYRCHOR-IMVLJIQESA-N	PUBCHEM.COMPOUND:5280754	UMLS:C0319157	cyclosporine A	virus	Designated	2008-04-09
PMATZTZNYRCHOR-IMVLJIQESA-N	PUBCHEM.COMPOUND:5280754	UMLS:C1318020	cyclosporine A	Stromal keratitis	Designated	2008-04-09
PMATZTZNYRCHOR-IMVLJIQESA-N	PUBCHEM.COMPOUND:5280754	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-KMSBSJHKSA-N	PUBCHEM.COMPOUND:6435893	UMLS:C0815080	Cyclosporine	organ rejection	Designated	2003-11-25
PMATZTZNYRCHOR-KMSBSJHKSA-N	PUBCHEM.COMPOUND:6435893	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-KMSBSJHKSA-N	PUBCHEM.COMPOUND:6435893	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-KMSBSJHKSA-N	PUBCHEM.COMPOUND:6435893	UMLS:C3273245	Cyclosporine	Acute Rejection	Designated	2003-11-25
PMATZTZNYRCHOR-LQJDIJJQSA-N	PUBCHEM.COMPOUND:73896891	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-NFOUMSERSA-N	PUBCHEM.COMPOUND:16404350	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-NFOUMSERSA-N	PUBCHEM.COMPOUND:16404350	UMLS:C0022577	Cyclosporine A	Vernal keratoconjunctivitis	Designated	2007-05-04
PMATZTZNYRCHOR-NFOUMSERSA-N	PUBCHEM.COMPOUND:16404350	UMLS:C0339303	cyclosporine A	Corneal graft rejection	Designated	2008-09-30
PMATZTZNYRCHOR-NFOUMSERSA-N	PUBCHEM.COMPOUND:16404350	UMLS:C0319157	cyclosporine A	virus	Designated	2008-04-09
PMATZTZNYRCHOR-NFOUMSERSA-N	PUBCHEM.COMPOUND:16404350	UMLS:C1318020	cyclosporine A	Stromal keratitis	Designated	2008-04-09
PMATZTZNYRCHOR-NSJDOISKSA-N	PUBCHEM.COMPOUND:71463825	UMLS:C0319157	cyclosporine A	virus	Designated	2008-04-09
PMATZTZNYRCHOR-NSJDOISKSA-N	PUBCHEM.COMPOUND:71463825	UMLS:C0022577	Cyclosporine A	Vernal keratoconjunctivitis	Designated	2007-05-04
PMATZTZNYRCHOR-NSJDOISKSA-N	PUBCHEM.COMPOUND:71463825	UMLS:C1318020	cyclosporine A	Stromal keratitis	Designated	2008-04-09
PMATZTZNYRCHOR-NSJDOISKSA-N	PUBCHEM.COMPOUND:71463825	UMLS:C0339303	cyclosporine A	Corneal graft rejection	Designated	2008-09-30
PMATZTZNYRCHOR-ONJQHLSTSA-N	PUBCHEM.COMPOUND:129009974	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-QVSDIVLPSA-N	PUBCHEM.COMPOUND:5497195	UMLS:C1318020	cyclosporine A	Stromal keratitis	Designated	2008-04-09
PMATZTZNYRCHOR-QVSDIVLPSA-N	PUBCHEM.COMPOUND:5497195	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-QVSDIVLPSA-N	PUBCHEM.COMPOUND:5497195	UMLS:C0339303	cyclosporine A	Corneal graft rejection	Designated	2008-09-30
PMATZTZNYRCHOR-QVSDIVLPSA-N	PUBCHEM.COMPOUND:5497195	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-QVSDIVLPSA-N	PUBCHEM.COMPOUND:5497195	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-QVSDIVLPSA-N	PUBCHEM.COMPOUND:5497195	UMLS:C0815080	Cyclosporine	organ rejection	Designated	2003-11-25
PMATZTZNYRCHOR-QVSDIVLPSA-N	PUBCHEM.COMPOUND:5497195	UMLS:C0022577	Cyclosporine A	Vernal keratoconjunctivitis	Designated	2007-05-04
PMATZTZNYRCHOR-QVSDIVLPSA-N	PUBCHEM.COMPOUND:5497195	UMLS:C3273245	Cyclosporine	Acute Rejection	Designated	2003-11-25
PMATZTZNYRCHOR-QVSDIVLPSA-N	PUBCHEM.COMPOUND:5497195	UMLS:C0319157	cyclosporine A	virus	Designated	2008-04-09
PMATZTZNYRCHOR-RNWFWJGASA-N	PUBCHEM.COMPOUND:138107778	UMLS:C0022577	Cyclosporine A	Vernal keratoconjunctivitis	Designated	2007-05-04
PMATZTZNYRCHOR-RNWFWJGASA-N	PUBCHEM.COMPOUND:138107778	UMLS:C1318020	cyclosporine A	Stromal keratitis	Designated	2008-04-09
PMATZTZNYRCHOR-RNWFWJGASA-N	PUBCHEM.COMPOUND:138107778	UMLS:C0319157	cyclosporine A	virus	Designated	2008-04-09
PMATZTZNYRCHOR-RNWFWJGASA-N	PUBCHEM.COMPOUND:138107778	UMLS:C0339303	cyclosporine A	Corneal graft rejection	Designated	2008-09-30
PMATZTZNYRCHOR-RYZPDLMBSA-N	PUBCHEM.COMPOUND:123134270	UMLS:C0022577	Cyclosporine A	Vernal keratoconjunctivitis	Designated	2007-05-04
PMATZTZNYRCHOR-RYZPDLMBSA-N	PUBCHEM.COMPOUND:123134270	UMLS:C0319157	cyclosporine A	virus	Designated	2008-04-09
PMATZTZNYRCHOR-RYZPDLMBSA-N	PUBCHEM.COMPOUND:123134270	UMLS:C1318020	cyclosporine A	Stromal keratitis	Designated	2008-04-09
PMATZTZNYRCHOR-RYZPDLMBSA-N	PUBCHEM.COMPOUND:123134270	UMLS:C0339303	cyclosporine A	Corneal graft rejection	Designated	2008-09-30
PMATZTZNYRCHOR-SCYOXIPCSA-N	PUBCHEM.COMPOUND:123134263	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-SCYOXIPCSA-N	PUBCHEM.COMPOUND:123134263	UMLS:C0815080	Cyclosporine	organ rejection	Designated	2003-11-25
PMATZTZNYRCHOR-SCYOXIPCSA-N	PUBCHEM.COMPOUND:123134263	UMLS:C3273245	Cyclosporine	Acute Rejection	Designated	2003-11-25
PMATZTZNYRCHOR-SCYOXIPCSA-N	PUBCHEM.COMPOUND:123134263	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-SRFWORPQSA-N	PUBCHEM.COMPOUND:25246316	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-SRFWORPQSA-N	PUBCHEM.COMPOUND:25246316	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-SRFWORPQSA-N	PUBCHEM.COMPOUND:25246316	UMLS:C3273245	Cyclosporine	Acute Rejection	Designated	2003-11-25
PMATZTZNYRCHOR-SRFWORPQSA-N	PUBCHEM.COMPOUND:25246316	UMLS:C0815080	Cyclosporine	organ rejection	Designated	2003-11-25
PMATZTZNYRCHOR-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2909	UMLS:C0022577	Cyclosporine A	Vernal keratoconjunctivitis	Designated	2007-05-04
PMATZTZNYRCHOR-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2909	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2909	UMLS:C0339303	cyclosporine A	Corneal graft rejection	Designated	2008-09-30
PMATZTZNYRCHOR-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2909	UMLS:C0319157	cyclosporine A	virus	Designated	2008-04-09
PMATZTZNYRCHOR-UHFFFAOYSA-N	PUBCHEM.COMPOUND:2909	UMLS:C1318020	cyclosporine A	Stromal keratitis	Designated	2008-04-09
PMATZTZNYRCHOR-VJRYSDSKSA-N	PUBCHEM.COMPOUND:24883466	UMLS:C3273245	Cyclosporine	Acute Rejection	Designated	2003-11-25
PMATZTZNYRCHOR-VJRYSDSKSA-N	PUBCHEM.COMPOUND:24883466	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-VJRYSDSKSA-N	PUBCHEM.COMPOUND:24883466	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-VJRYSDSKSA-N	PUBCHEM.COMPOUND:24883466	UMLS:C0018133	cyclosporine	Graft-Versus-Host Disease	Designated/Withdrawn	2009-02-17
PMATZTZNYRCHOR-VJRYSDSKSA-N	PUBCHEM.COMPOUND:24883466	UMLS:C0815080	Cyclosporine	organ rejection	Designated	2003-11-25
PMATZTZNYRCHOR-VPYFBNRVSA-N	PUBCHEM.COMPOUND:49867938	UMLS:C0319157	cyclosporine A	virus	Designated	2008-04-09
PMATZTZNYRCHOR-VPYFBNRVSA-N	PUBCHEM.COMPOUND:49867938	UMLS:C0339303	cyclosporine A	Corneal graft rejection	Designated	2008-09-30
PMATZTZNYRCHOR-VPYFBNRVSA-N	PUBCHEM.COMPOUND:49867938	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-VPYFBNRVSA-N	PUBCHEM.COMPOUND:49867938	UMLS:C0022577	Cyclosporine A	Vernal keratoconjunctivitis	Designated	2007-05-04
PMATZTZNYRCHOR-VPYFBNRVSA-N	PUBCHEM.COMPOUND:49867938	UMLS:C1318020	cyclosporine A	Stromal keratitis	Designated	2008-04-09
PMATZTZNYRCHOR-WCIOLWJGSA-N	PUBCHEM.COMPOUND:5458585	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMATZTZNYRCHOR-WIUPBDCUSA-N	PUBCHEM.COMPOUND:132274082	UMLS:C0002736	Cyclosporin A	Amyotrophic Lateral Sclerosis	Designated	2004-10-29
PMHDSACGRKBACK-UHFFFAOYSA-N	PUBCHEM.COMPOUND:4961254	UMLS:C0016719	D-amino acid oxidase inhibitor	Friedreich's Ataxia	Designated/Withdrawn	2017-12-06
PMJIHLSCWIDGMD-UHFFFAOYSA-N	PUBCHEM.COMPOUND:11313622	UMLS:C3250443	Tideglusib	DM1	Designated	2017-06-19
PMJIHLSCWIDGMD-UHFFFAOYSA-N	PUBCHEM.COMPOUND:11313622	UMLS:C0027126	Tideglusib	Myotonic Dystrophy	Designated	2017-06-19
POGQSBRIGCQNEG-UHFFFAOYSA-N	PUBCHEM.COMPOUND:129228	UMLS:C0238111	rufinamide	Lennox-Gastaut syndrome	Designated/Approved	2004-10-08
POHUROFYRXELIO-YUMQZZPRSA-N	PUBCHEM.COMPOUND:121488179	UMLS:C0036202	Alidornase alfa	Sarcoidosis	Designated	2020-07-21
POJWUDADGALRAB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:204	UMLS:C0014527	allantoin	Epidermolysis Bullosa	Designated/Withdrawn	2002-11-21
POJWUDADGALRAB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:204	UMLS:C2220104	allantoin	Skin blistering	Designated/Withdrawn	2002-11-21
PPHTXRNHTVLQED-UHFFFAOYSA-N	PUBCHEM.COMPOUND:172997	UMLS:C0085413	lixivaptan	Autosomal dominant polycystic kidney disease	Designated	2017-09-18
PPJYSSNKSXAVDB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:65552	UMLS:C0549473	Tetraiodothyroacetic acid	Cancer of the Thyroid	Designated	2000-05-01
PPKXEPBICJTCRU-XMZRARIVSA-N	PUBCHEM.COMPOUND:63013	UMLS:C0032768	Tramadol hydrochloride	Postherpetic neuralgia	Designated	2005-04-26
PPKXEPBICJTCRU-XMZRARIVSA-N	PUBCHEM.COMPOUND:63013	UMLS:C0442874	Tramadol hydrochloride	Neuropathy	Designated	2005-01-28
PPKXEPBICJTCRU-XMZRARIVSA-N	PUBCHEM.COMPOUND:63013	UMLS:C0019682	Tramadol hydrochloride	HIV	Designated	2005-01-28
PQAPVTKIEGUPRN-UHFFFAOYSA-N	PUBCHEM.COMPOUND:11455910	UMLS:C0035335	N-[4-[[2-(1,1-Dimethylethyl)phenyl]sulfonyl]phenyl]-2,3,4-trihydroxy-5-[[2-(1-methylethyl)phenyl]methyl]benzamide	Retinoblastoma	Designated	2020-09-14
PQLXHQMOHUQAKB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3599	UMLS:C2931826	miltefosine	PAM	Designated	2016-12-06
PQLXHQMOHUQAKB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3599	UMLS:C0036323	miltefosine	Schistosomiasis	Designated	2017-08-02
PQLXHQMOHUQAKB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3599	UMLS:C0338427	miltefosine	Primary amebic encephalitis	Designated	2016-12-06
PQLXHQMOHUQAKB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3599	UMLS:C0013370	miltefosine	amebiasis	Designated	2017-06-19
PQLXHQMOHUQAKB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3599	UMLS:C0338428	miltefosine	Granulomatous amebic encephalitis	Designated	2017-06-19
PQLXHQMOHUQAKB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3599	UMLS:C0079731	miltefosine	B-Cell Lymphoma	Designated	2009-03-18
PQLXHQMOHUQAKB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3599	UMLS:C0079772	miltefosine	T-Cell Lymphoma	Designated	2009-03-18
PQLXHQMOHUQAKB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3599	UMLS:C1276146	miltefosine	Cutaneous lymphoma	Designated	2009-03-18
PQLXHQMOHUQAKB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3599	UMLS:C0023281	miltefosine	Leishmaniasis	Designated/Approved	2006-10-10
PQLXHQMOHUQAKB-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3599	UMLS:C0000880	miltefosine	Acanthamoeba Keratitis	Designated	2016-12-06
PRDJGNVQBVXXEO-UHFFFAOYSA-N	PUBCHEM.COMPOUND:437740	UMLS:C0035335	thioureidobutyronitrile	Retinoblastoma	Designated	2015-11-17
PRDJGNVQBVXXEO-UHFFFAOYSA-N	PUBCHEM.COMPOUND:437740	UMLS:C0235974	thioureidobutyronitrile	PANCREATIC CANCER	Designated	2016-01-20
PRDJGNVQBVXXEO-UHFFFAOYSA-N	PUBCHEM.COMPOUND:437740	UMLS:C4721610	thioureidobutyronitrile	Ovarian Cancer	Designated	2015-07-14
PRFBWBYKWZVQJF-RRABGKBLSA-M	PUBCHEM.COMPOUND:23668369	UMLS:C0520799	recilisib sodium	Acute Radiation Syndrome	Designated/Withdrawn	2012-06-01
PRFBWBYKWZVQJF-RRABGKBLSA-M	PUBCHEM.COMPOUND:23668369	UMLS:C0520799	recilisib sodium	Acute Radiation Syndrome	Designated/Withdrawn	2012-09-04
PRMWGUBFXWROHD-UHFFFAOYSA-N	PUBCHEM.COMPOUND:9924495	UMLS:C0238111	perampanel	Lennox-Gastaut syndrome	Designated	2012-12-07
PRRZDZJYSJLDBS-UHFFFAOYSA-M	PUBCHEM.COMPOUND:6994776	UMLS:C0279000	3-bromopyruvate	Liver and Intrahepatic Bile Duct Cancer	Designated	2013-03-05
PRRZDZJYSJLDBS-UHFFFAOYSA-M	PUBCHEM.COMPOUND:6994776	UMLS:C0235974	3-bromopyruvate	PANCREATIC CANCER	Designated	2014-04-29
PRRZDZJYSJLDBS-UHFFFAOYSA-N	PUBCHEM.COMPOUND:70684	UMLS:C0025202	3-bromo-2-oxopropanoic acid	melanoma	Designated	2020-05-01
PSGAAPLEWMOORI-PEINSRQWSA-N	PUBCHEM.COMPOUND:6279	UMLS:C0398650	Medroxyprogesterone acetate	Immune thrombocytopenic purpura	Designated	2001-02-22
PSIFNNKUMBGKDQ-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3961	UMLS:C0024796	losartan	Marfan Syndrome	Designated	2011-12-12
PSIFNNKUMBGKDQ-UHFFFAOYSA-N	PUBCHEM.COMPOUND:3961	UMLS:C0014527	Losartan	Epidermolysis Bullosa	Designated	2019-01-29
PSVUJBVBCOISSP-SPFKKGSWSA-N	PUBCHEM.COMPOUND:123628	UMLS:C0235974	glufosfamide	PANCREATIC CANCER	Designated	2006-09-18
PSWFFKRAVBDQEG-YGQNSOCVSA-N	PUBCHEM.COMPOUND:451417	UMLS:C0036202	thymopentin	Sarcoidosis	Designated	2011-02-04
PSXPIRGEVYHPKP-GXKRWWSZSA-N	PUBCHEM.COMPOUND:135544142	UMLS:C0812413	pemetrexed disodium	Malignant Pleural Mesothelioma	Designated/Approved	2001-08-28
PTFCDOFLOPIGGS-UHFFFAOYSA-N	PUBCHEM.COMPOUND:32051	UMLS:C0024748	Recombinant human alpha-mannosidase	alpha-Mannosidosis	Designated	2006-02-02
PTJRZVJXXNYNLN-UHFFFAOYSA-M	PUBCHEM.COMPOUND:70691471	UMLS:C0024299	Allopurinol sodium	Lymphoma	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-M	PUBCHEM.COMPOUND:70691471	UMLS:C0280099	Allopurinol sodium	Solid Tumor	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-M	PUBCHEM.COMPOUND:70691471	UMLS:C0006826	Allopurinol sodium	MALIGNANCIES	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-M	PUBCHEM.COMPOUND:70691471	UMLS:C0006826	Allopurinol sodium	MALIGNANCIES	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-M	PUBCHEM.COMPOUND:70691471	UMLS:C0024299	Allopurinol sodium	Lymphoma	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-M	PUBCHEM.COMPOUND:70691471	UMLS:C0023418	Allopurinol sodium	leukemia	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-M	PUBCHEM.COMPOUND:70691471	UMLS:C0023418	Allopurinol sodium	leukemia	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-M	PUBCHEM.COMPOUND:70691471	UMLS:C0280099	Allopurinol sodium	Solid Tumor	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-N	PUBCHEM.COMPOUND:135534565	UMLS:C0280099	Allopurinol sodium	Solid Tumor	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-N	PUBCHEM.COMPOUND:135534565	UMLS:C0023418	Allopurinol sodium	leukemia	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-N	PUBCHEM.COMPOUND:135534565	UMLS:C0024299	Allopurinol sodium	Lymphoma	Designated/Approved	1992-10-16
PTJRZVJXXNYNLN-UHFFFAOYSA-N	PUBCHEM.COMPOUND:135534565	UMLS:C0006826	Allopurinol sodium	MALIGNANCIES	Designated/Approved	1992-10-16
PTKRPOIHIOAMPP-UHFFFAOYSA-N	PUBCHEM.COMPOUND:73334909	UMLS:C0017638	N-(3-fluorobenzyl)-2-(5-(4-morpholinophenyl) pyridin-2-yl) Acetamide Besylate	gliomas	Designated	2013-11-26
PTOAARAWEBMLNO-KVQBGUIXSA-N	PUBCHEM.COMPOUND:20279	UMLS:C0023443	Cladribine	Hairy Cell Leukemia	Designated/Approved	1990-11-15
PTOAARAWEBMLNO-KVQBGUIXSA-N	PUBCHEM.COMPOUND:20279	UMLS:C0026769	Cladribine	Multiple Sclerosis	Designated	1994-04-19
PTOAARAWEBMLNO-KVQBGUIXSA-N	PUBCHEM.COMPOUND:20279	UMLS:C0023434	cladribine	Chronic Lymphocytic Leukemia	Designated/Withdrawn	1990-12-31
PTOAARAWEBMLNO-KVQBGUIXSA-N	PUBCHEM.COMPOUND:20279	UMLS:C0023467	Cladribine	Acute myeloid leukemia	Designated/Withdrawn	1990-07-20
PTOAARAWEBMLNO-KVQBGUIXSA-N	PUBCHEM.COMPOUND:20279	UMLS:C0024305	Cladribine	Non-Hodgkin's Lymphoma	Designated/Withdrawn	1993-04-19
PTOAARAWEBMLNO-KVQBGUIXSA-N	PUBCHEM.COMPOUND:20279	UMLS:C0027873	cladribine	Neuromyelitis Optica	Designated	2015-03-19
PTOIAAWZLUQTIO-GXFFZTMASA-N	PUBCHEM.COMPOUND:10220503	UMLS:C0851578	tasimelteon	Sleep disorder	Designated/Approved	2010-04-30
PTOIAAWZLUQTIO-GXFFZTMASA-N	PUBCHEM.COMPOUND:10220503	UMLS:C0795864	tasimelteon	Smith-Magenis syndrome	Designated/Approved	2010-04-30
PTOIAAWZLUQTIO-GXFFZTMASA-N	PUBCHEM.COMPOUND:10220503	UMLS:C0851578	tasimelteon	Sleep disorder	Designated/Approved	2010-04-30
PTOIAAWZLUQTIO-GXFFZTMASA-N	PUBCHEM.COMPOUND:10220503	UMLS:C0795864	tasimelteon	Smith-Magenis syndrome	Designated/Approved	2010-04-30
PUDHBTGHUJUUFI-SCTWWAJVSA-N	PUBCHEM.COMPOUND:6918011	UMLS:C0206754	lanreotide acetate	Neuroendocrine Tumors	Designated/Approved	2011-08-25
PUDHBTGHUJUUFI-SCTWWAJVSA-N	PUBCHEM.COMPOUND:6918011	UMLS:C0024586	lanreotide acetate	Carcinoid syndrome	Designated/Approved	2011-09-08
PUDHBTGHUJUUFI-UHFFFAOYSA-N	PUBCHEM.COMPOUND:71349	UMLS:C0206754	lanreotide acetate	Neuroendocrine Tumors	Designated/Approved	2011-08-25
PUDHBTGHUJUUFI-UHFFFAOYSA-N	PUBCHEM.COMPOUND:71349	UMLS:C0024586	lanreotide acetate	Carcinoid syndrome	Designated/Approved	2011-09-08
PUKBOVABABRILL-YZNIXAGQSA-N	PUBCHEM.COMPOUND:49841217	UMLS:C2931788	avacopan	Atypical Hemolytic Uremic Syndrome	Designated	2014-11-17
PUKBOVABABRILL-YZNIXAGQSA-N	PUBCHEM.COMPOUND:49841217	UMLS:C4050407	avacopan	Wegener Granulomatosis	Designated	2014-06-02
PUKBOVABABRILL-YZNIXAGQSA-N	PUBCHEM.COMPOUND:49841217	UMLS:C3495801	avacopan	Granulomatosis with polyangiitis	Designated	2014-06-02
PUKBOVABABRILL-YZNIXAGQSA-N	PUBCHEM.COMPOUND:49841217	UMLS:C2347126	avacopan	Microscopic Polyangiitis	Designated	2014-06-02
PUKBOVABABRILL-YZNIXAGQSA-N	PUBCHEM.COMPOUND:49841217	UMLS:C0042384	avacopan	Vasculitides	Designated	2014-06-02
